"";"EXT1";"EXT2";"EXT3";"EXT4";"EXT5";"EXT6";"EXT7";"EXT8";"EXT9";"EXT10";"EST1";"EST2";"EST3";"EST4";"EST5";"EST6";"EST7";"EST8";"EST9";"EST10";"AGR1";"AGR2";"AGR3";"AGR4";"AGR5";"AGR6";"AGR7";"AGR8";"AGR9";"AGR10";"CSN1";"CSN2";"CSN3";"CSN4";"CSN5";"CSN6";"CSN7";"CSN8";"CSN9";"CSN10";"OPN1";"OPN2";"OPN3";"OPN4";"OPN5";"OPN6";"OPN7";"OPN8";"OPN9";"OPN10"
"484";"3";"2";"5";"3";"2";"2";"3";"4";"3";"3";"3";"5";"4";"1";"2";"4";"3";"2";"4";"2";"1";"5";"3";"3";"2";"4";"2";"4";"2";"3";"3";"2";"5";"1";"3";"1";"4";"3";"3";"4";"3";"2";"3";"1";"4";"3";"3";"4";"5";"5"
"485";"3";"3";"3";"4";"3";"2";"2";"4";"2";"3";"2";"2";"2";"3";"2";"2";"2";"3";"3";"2";"2";"3";"3";"4";"4";"4";"2";"4";"4";"4";"4";"2";"4";"2";"3";"3";"2";"3";"4";"3";"2";"4";"2";"3";"2";"2";"4";"2";"4";"3"
"486";"5";"1";"4";"2";"5";"1";"4";"2";"4";"3";"4";"4";"5";"2";"4";"2";"4";"4";"3";"2";"1";"4";"3";"5";"0";"5";"2";"4";"5";"5";"3";"4";"5";"4";"2";"4";"4";"5";"3";"2";"5";"1";"5";"2";"4";"1";"4";"5";"4";"5"
"487";"4";"2";"4";"2";"3";"3";"3";"2";"5";"3";"4";"4";"4";"2";"3";"2";"3";"3";"3";"4";"1";"3";"3";"4";"1";"3";"2";"4";"4";"4";"4";"4";"3";"3";"2";"4";"3";"1";"2";"3";"3";"5";"5";"4";"3";"1";"2";"2";"4";"5"
"488";"1";"3";"3";"5";"4";"3";"1";"5";"1";"5";"4";"1";"5";"2";"1";"1";"1";"1";"1";"3";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"3";"4";"3";"3";"3";"3";"4";"1";"5";"1"
"489";"4";"2";"4";"2";"5";"1";"5";"2";"5";"2";"3";"3";"4";"2";"2";"3";"3";"2";"4";"4";"1";"4";"1";"4";"2";"5";"2";"5";"4";"5";"5";"2";"4";"2";"5";"1";"5";"1";"5";"3";"4";"2";"3";"3";"4";"3";"4";"3";"3";"4"
"490";"2";"3";"2";"4";"3";"3";"2";"5";"2";"4";"5";"3";"5";"2";"3";"3";"3";"3";"2";"4";"2";"4";"2";"5";"3";"5";"2";"5";"4";"3";"4";"3";"3";"2";"2";"2";"5";"1";"4";"4";"4";"2";"3";"2";"3";"2";"5";"3";"5";"4"
"491";"3";"3";"3";"4";"2";"4";"3";"3";"4";"4";"5";"2";"5";"2";"4";"4";"5";"5";"4";"4";"4";"2";"4";"5";"4";"2";"4";"2";"5";"2";"4";"4";"4";"3";"2";"4";"4";"3";"3";"4";"5";"2";"4";"2";"5";"3";"4";"5";"5";"4"
"492";"3";"1";"5";"1";"5";"2";"4";"2";"4";"2";"1";"3";"1";"4";"1";"1";"1";"1";"2";"1";"2";"5";"1";"5";"1";"5";"2";"4";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"1";"5";"1";"5";"1";"5";"4";"4";"5"
"493";"1";"3";"3";"4";"3";"2";"2";"4";"2";"4";"2";"3";"3";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"3";"2";"4";"2";"2";"2";"5";"3";"4";"3";"2";"3";"1";"4";"3";"4";"3";"2";"2";"2"
"494";"3";"3";"3";"4";"2";"3";"2";"3";"4";"4";"4";"3";"5";"2";"4";"3";"4";"4";"3";"4";"1";"4";"2";"4";"2";"4";"2";"4";"5";"3";"2";"4";"4";"4";"4";"4";"3";"3";"3";"3";"4";"2";"5";"1";"3";"1";"4";"4";"4";"5"
"495";"1";"4";"2";"4";"1";"4";"1";"4";"3";"5";"4";"4";"4";"2";"4";"1";"1";"1";"4";"2";"4";"1";"1";"4";"4";"4";"5";"3";"1";"3";"3";"1";"3";"2";"3";"1";"5";"2";"4";"3";"4";"3";"4";"2";"4";"1";"5";"4";"5";"2"
"496";"3";"5";"1";"5";"1";"5";"1";"5";"2";"5";"5";"3";"5";"1";"3";"3";"3";"2";"3";"5";"2";"4";"1";"4";"3";"4";"2";"4";"3";"2";"3";"2";"4";"5";"3";"2";"4";"3";"4";"4";"4";"2";"5";"2";"3";"1";"2";"3";"5";"4"
"497";"1";"2";"2";"4";"3";"3";"2";"4";"2";"3";"3";"1";"5";"1";"4";"5";"5";"5";"5";"4";"1";"4";"4";"5";"2";"5";"2";"5";"4";"2";"4";"5";"4";"4";"1";"5";"2";"1";"1";"4";"5";"1";"5";"1";"4";"1";"5";"5";"5";"5"
"498";"4";"4";"2";"4";"2";"4";"2";"2";"4";"5";"4";"2";"5";"1";"3";"4";"5";"4";"4";"4";"4";"3";"4";"2";"4";"3";"4";"2";"2";"3";"3";"5";"5";"3";"2";"3";"5";"4";"2";"4";"5";"2";"4";"2";"4";"2";"5";"4";"3";"5"
"499";"4";"2";"4";"3";"4";"2";"5";"4";"3";"4";"2";"2";"5";"2";"2";"4";"5";"5";"2";"4";"1";"5";"2";"5";"1";"5";"1";"3";"5";"4";"2";"5";"4";"5";"2";"5";"4";"1";"2";"5";"4";"1";"5";"1";"4";"1";"5";"4";"4";"5"
"500";"4";"4";"4";"3";"0";"3";"4";"3";"4";"5";"5";"4";"5";"2";"5";"3";"5";"5";"5";"3";"2";"5";"3";"5";"1";"5";"1";"5";"5";"4";"3";"5";"4";"4";"5";"3";"3";"3";"1";"4";"3";"3";"4";"4";"4";"1";"3";"2";"4";"4"
"501";"2";"4";"3";"5";"2";"4";"2";"4";"2";"5";"2";"2";"3";"2";"1";"2";"3";"2";"2";"3";"4";"3";"1";"4";"2";"4";"2";"4";"4";"4";"1";"2";"2";"4";"2";"2";"4";"3";"2";"4";"4";"2";"2";"1";"3";"4";"4";"4";"5";"2"
"502";"3";"2";"3";"2";"4";"2";"2";"2";"4";"3";"5";"1";"4";"4";"2";"4";"5";"5";"4";"3";"4";"2";"3";"2";"4";"2";"4";"2";"2";"3";"4";"2";"5";"1";"5";"1";"5";"4";"5";"4";"5";"1";"5";"1";"4";"1";"5";"5";"4";"4"
"503";"3";"3";"4";"5";"3";"2";"1";"4";"2";"3";"1";"5";"2";"3";"1";"1";"2";"1";"2";"1";"1";"5";"2";"5";"2";"3";"3";"4";"3";"4";"4";"5";"5";"2";"3";"2";"3";"1";"2";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"504";"2";"3";"4";"2";"5";"2";"5";"3";"4";"2";"5";"4";"4";"2";"4";"4";"4";"4";"5";"3";"2";"4";"3";"4";"2";"3";"1";"2";"5";"5";"1";"5";"4";"2";"1";"4";"2";"4";"2";"4";"4";"1";"4";"2";"4";"2";"4";"4";"4";"4"
"505";"3";"1";"1";"2";"4";"4";"4";"2";"4";"4";"4";"3";"4";"5";"4";"3";"3";"4";"4";"1";"2";"4";"2";"4";"2";"1";"2";"3";"2";"3";"4";"4";"4";"1";"1";"5";"4";"2";"2";"3";"2";"2";"2";"1";"4";"4";"2";"4";"5";"4"
"506";"1";"3";"3";"4";"2";"1";"2";"5";"1";"5";"5";"1";"5";"1";"1";"4";"5";"4";"4";"4";"4";"4";"2";"4";"2";"4";"2";"5";"4";"3";"4";"3";"3";"4";"1";"2";"5";"3";"4";"4";"4";"2";"4";"1";"3";"3";"4";"4";"4";"3"
"507";"5";"1";"5";"2";"5";"1";"5";"2";"3";"1";"3";"3";"3";"3";"3";"2";"3";"1";"1";"2";"1";"5";"1";"4";"1";"3";"1";"4";"3";"5";"3";"1";"3";"1";"3";"3";"3";"1";"5";"3";"4";"1";"3";"1";"4";"1";"3";"1";"5";"3"
"508";"3";"5";"2";"3";"2";"2";"3";"2";"4";"5";"1";"4";"2";"4";"2";"2";"2";"2";"1";"1";"2";"3";"2";"2";"3";"4";"2";"4";"2";"3";"2";"2";"4";"2";"1";"2";"4";"5";"2";"2";"4";"3";"4";"1";"4";"1";"4";"4";"4";"4"
"509";"4";"1";"1";"4";"2";"1";"4";"2";"4";"5";"5";"1";"5";"1";"5";"5";"5";"5";"5";"4";"1";"5";"1";"5";"1";"5";"1";"5";"5";"2";"4";"4";"5";"2";"2";"1";"3";"1";"4";"5";"5";"1";"5";"1";"5";"1";"4";"4";"5";"5"
"510";"2";"3";"2";"3";"3";"2";"3";"5";"2";"4";"4";"3";"5";"2";"4";"4";"3";"3";"4";"4";"3";"5";"1";"4";"1";"3";"1";"4";"3";"3";"4";"3";"5";"4";"2";"4";"4";"4";"4";"3";"4";"2";"3";"1";"4";"2";"4";"2";"5";"3"
"511";"3";"3";"3";"5";"1";"3";"3";"3";"1";"1";"3";"5";"4";"3";"2";"2";"5";"5";"2";"3";"1";"5";"3";"5";"1";"5";"1";"3";"5";"3";"2";"3";"3";"2";"3";"5";"1";"3";"3";"3";"2";"2";"5";"1";"3";"1";"3";"3";"5";"5"
"512";"1";"2";"5";"4";"5";"1";"4";"5";"2";"3";"2";"3";"5";"4";"4";"3";"2";"2";"2";"1";"5";"5";"1";"5";"1";"5";"1";"5";"5";"4";"3";"3";"4";"2";"5";"4";"4";"4";"4";"4";"4";"3";"5";"2";"4";"1";"5";"4";"4";"5"
"513";"2";"3";"2";"3";"2";"4";"1";"4";"1";"2";"5";"1";"5";"4";"4";"4";"5";"5";"5";"5";"5";"2";"4";"5";"1";"0";"1";"5";"5";"1";"3";"2";"4";"4";"4";"1";"5";"4";"4";"2";"4";"4";"4";"4";"1";"1";"3";"5";"3";"1"
"514";"1";"2";"3";"3";"5";"2";"3";"3";"3";"5";"5";"0";"5";"1";"4";"3";"4";"2";"4";"4";"2";"4";"1";"3";"1";"5";"1";"4";"1";"3";"3";"5";"3";"4";"1";"5";"5";"3";"3";"3";"5";"4";"5";"3";"4";"1";"2";"3";"5";"5"
"515";"5";"1";"5";"5";"5";"1";"5";"2";"2";"1";"3";"5";"5";"2";"3";"5";"5";"5";"5";"2";"1";"5";"1";"5";"1";"5";"2";"5";"5";"5";"1";"5";"5";"0";"5";"4";"5";"5";"4";"5";"3";"5";"5";"2";"5";"2";"4";"1";"5";"5"
"516";"2";"3";"4";"4";"3";"4";"1";"5";"2";"5";"5";"3";"5";"1";"2";"3";"3";"4";"2";"4";"1";"4";"2";"5";"2";"4";"2";"5";"5";"4";"3";"2";"5";"2";"3";"2";"4";"3";"4";"3";"4";"2";"4";"3";"3";"1";"4";"4";"3";"3"
"517";"5";"2";"4";"4";"5";"2";"4";"4";"5";"2";"5";"2";"5";"1";"1";"3";"4";"2";"5";"2";"1";"5";"2";"5";"2";"5";"2";"5";"4";"5";"2";"3";"2";"5";"1";"5";"4";"3";"1";"4";"5";"3";"5";"5";"4";"1";"4";"5";"5";"4"
"518";"3";"1";"4";"2";"4";"1";"4";"2";"3";"2";"4";"4";"4";"4";"2";"2";"2";"1";"2";"1";"2";"4";"3";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4";"4";"2";"4";"5";"2";"5";"4";"4";"2";"4";"2";"4";"1";"5";"2";"2";"5"
"519";"3";"4";"2";"4";"4";"4";"2";"4";"4";"3";"4";"3";"2";"2";"2";"3";"4";"4";"4";"3";"4";"4";"3";"4";"4";"2";"2";"3";"2";"4";"3";"4";"5";"3";"2";"2";"3";"2";"3";"2";"5";"1";"5";"1";"5";"1";"4";"5";"4";"5"
"520";"5";"2";"4";"1";"4";"2";"4";"2";"5";"5";"4";"4";"4";"2";"2";"4";"5";"5";"4";"4";"2";"4";"4";"4";"2";"5";"2";"4";"5";"4";"2";"4";"5";"3";"1";"1";"4";"2";"3";"3";"5";"1";"5";"2";"5";"1";"5";"5";"4";"5"
"521";"4";"2";"5";"1";"3";"2";"3";"2";"4";"4";"5";"4";"3";"3";"2";"5";"1";"1";"4";"1";"3";"5";"1";"5";"1";"4";"5";"3";"5";"5";"3";"5";"2";"4";"1";"5";"4";"4";"1";"4";"4";"1";"5";"2";"4";"1";"5";"4";"4";"5"
"522";"2";"3";"3";"2";"3";"4";"3";"4";"1";"5";"5";"4";"5";"2";"3";"4";"1";"1";"4";"2";"5";"3";"1";"3";"2";"5";"2";"5";"3";"2";"3";"3";"5";"3";"3";"5";"2";"3";"1";"3";"3";"2";"3";"1";"4";"2";"3";"1";"4";"4"
"523";"3";"3";"5";"5";"4";"2";"3";"3";"2";"2";"3";"3";"5";"2";"4";"4";"5";"2";"4";"2";"1";"2";"3";"3";"1";"5";"2";"4";"4";"4";"2";"5";"4";"5";"1";"5";"4";"4";"4";"5";"5";"1";"5";"1";"4";"2";"4";"4";"5";"3"
"524";"3";"2";"4";"3";"4";"2";"4";"3";"2";"2";"3";"2";"4";"3";"4";"3";"4";"3";"3";"3";"1";"5";"1";"4";"2";"4";"2";"4";"4";"4";"2";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"2";"4";"1";"3";"3";"4";"3";"3";"3"
"525";"3";"5";"1";"3";"3";"5";"3";"5";"5";"5";"5";"1";"5";"5";"5";"5";"5";"3";"5";"5";"4";"5";"1";"5";"3";"3";"5";"5";"5";"3";"5";"5";"3";"1";"5";"5";"5";"5";"5";"5";"3";"1";"5";"3";"5";"5";"5";"3";"5";"5"
"526";"2";"4";"4";"2";"3";"2";"2";"4";"4";"2";"2";"4";"5";"1";"4";"2";"5";"4";"2";"4";"2";"4";"1";"4";"2";"4";"2";"5";"2";"4";"4";"2";"4";"2";"2";"1";"4";"4";"2";"4";"5";"2";"4";"2";"4";"2";"4";"4";"4";"4"
"527";"3";"3";"4";"3";"3";"2";"2";"3";"3";"4";"2";"4";"3";"4";"4";"3";"4";"3";"3";"2";"3";"3";"2";"3";"3";"3";"2";"3";"3";"3";"4";"1";"5";"2";"3";"1";"4";"3";"5";"3";"2";"3";"3";"3";"3";"3";"3";"2";"3";"3"
"528";"3";"1";"3";"4";"4";"2";"4";"5";"1";"2";"5";"1";"5";"1";"5";"5";"4";"3";"5";"5";"1";"5";"4";"5";"1";"5";"1";"5";"5";"5";"4";"3";"5";"4";"3";"1";"5";"1";"3";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"529";"5";"1";"4";"2";"3";"2";"4";"3";"2";"5";"2";"3";"5";"3";"2";"2";"3";"2";"3";"1";"4";"4";"2";"4";"2";"4";"2";"4";"4";"4";"3";"3";"3";"3";"3";"3";"4";"3";"4";"3";"2";"3";"3";"4";"4";"1";"4";"2";"3";"5"
"530";"1";"5";"2";"4";"2";"3";"1";"5";"1";"5";"1";"5";"2";"2";"2";"1";"1";"1";"2";"2";"4";"1";"2";"1";"5";"1";"5";"1";"1";"2";"4";"3";"4";"1";"4";"2";"4";"3";"4";"3";"3";"2";"3";"3";"4";"3";"4";"4";"4";"4"
"531";"3";"1";"4";"2";"4";"1";"4";"3";"4";"3";"3";"5";"4";"3";"3";"3";"4";"4";"2";"2";"1";"4";"2";"5";"2";"4";"2";"4";"5";"4";"3";"4";"4";"4";"2";"2";"4";"2";"3";"4";"4";"2";"5";"2";"4";"1";"5";"4";"4";"5"
"532";"4";"4";"5";"3";"4";"5";"5";"1";"1";"1";"5";"2";"4";"5";"4";"4";"2";"2";"5";"1";"2";"5";"2";"2";"1";"2";"1";"4";"2";"5";"4";"2";"4";"2";"5";"2";"5";"2";"4";"3";"1";"5";"1";"5";"1";"5";"3";"1";"4";"1"
"533";"2";"4";"2";"5";"1";"2";"1";"4";"2";"5";"4";"3";"3";"2";"3";"3";"4";"4";"5";"4";"4";"4";"4";"2";"4";"4";"4";"1";"2";"2";"2";"3";"4";"3";"1";"4";"5";"4";"5";"5";"5";"3";"4";"3";"4";"2";"3";"4";"4";"5"
"534";"2";"4";"3";"4";"1";"5";"1";"4";"2";"4";"4";"2";"4";"2";"2";"4";"3";"2";"4";"2";"2";"3";"4";"5";"4";"5";"3";"5";"4";"3";"4";"5";"5";"2";"5";"2";"5";"1";"4";"5";"4";"3";"3";"3";"4";"2";"4";"2";"4";"4"
"535";"4";"3";"4";"3";"4";"2";"4";"2";"5";"3";"4";"4";"4";"2";"5";"4";"3";"3";"4";"4";"1";"5";"1";"4";"1";"4";"2";"4";"5";"4";"2";"4";"2";"2";"2";"4";"3";"4";"2";"2";"3";"1";"4";"1";"4";"2";"4";"2";"5";"4"
"536";"1";"4";"3";"5";"2";"4";"1";"3";"2";"4";"5";"2";"1";"1";"3";"3";"3";"3";"4";"2";"4";"3";"3";"4";"4";"4";"3";"3";"3";"3";"4";"1";"2";"3";"1";"2";"3";"2";"3";"2";"4";"4";"5";"1";"4";"1";"4";"4";"5";"5"
"537";"4";"2";"4";"2";"3";"2";"3";"2";"4";"2";"2";"2";"3";"4";"3";"2";"2";"2";"3";"2";"3";"2";"3";"3";"3";"4";"3";"3";"2";"4";"2";"4";"3";"3";"2";"3";"3";"3";"3";"4";"5";"5";"4";"1";"4";"2";"5";"4";"5";"4"
"538";"2";"3";"3";"3";"3";"3";"3";"5";"1";"2";"3";"3";"4";"1";"3";"2";"3";"3";"3";"1";"1";"3";"3";"5";"1";"5";"1";"5";"4";"3";"5";"5";"5";"1";"2";"1";"5";"1";"5";"5";"3";"1";"5";"1";"5";"1";"5";"2";"3";"5"
"539";"4";"1";"5";"1";"5";"1";"5";"1";"5";"1";"2";"4";"4";"4";"1";"4";"4";"1";"2";"1";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"4";"5";"4";"2";"1";"5";"4";"3";"1";"4";"4";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"540";"3";"2";"4";"3";"4";"2";"4";"5";"2";"3";"2";"3";"3";"3";"1";"1";"2";"1";"3";"1";"1";"4";"2";"5";"2";"2";"2";"5";"4";"4";"5";"1";"5";"2";"3";"3";"3";"2";"3";"4";"3";"2";"4";"2";"3";"2";"4";"3";"4";"4"
"541";"1";"5";"2";"5";"1";"4";"1";"5";"1";"5";"4";"3";"5";"3";"3";"3";"3";"2";"4";"2";"2";"3";"2";"4";"2";"4";"2";"4";"4";"2";"4";"4";"5";"2";"2";"2";"4";"1";"4";"4";"5";"2";"1";"2";"3";"5";"4";"3";"4";"3"
"542";"3";"5";"2";"4";"2";"2";"2";"3";"4";"5";"2";"3";"4";"3";"3";"3";"1";"1";"2";"1";"2";"4";"1";"4";"3";"5";"2";"3";"4";"3";"4";"1";"5";"2";"2";"2";"4";"1";"4";"5";"5";"1";"4";"1";"4";"2";"3";"3";"4";"5"
"543";"3";"2";"4";"2";"4";"2";"3";"5";"3";"2";"3";"4";"2";"1";"4";"3";"2";"2";"4";"1";"4";"3";"1";"4";"2";"1";"3";"3";"4";"4";"5";"1";"5";"1";"5";"1";"5";"1";"3";"5";"4";"2";"3";"2";"4";"2";"4";"3";"3";"5"
"544";"3";"1";"5";"2";"5";"2";"5";"2";"4";"2";"2";"4";"2";"4";"2";"2";"2";"1";"2";"1";"4";"5";"1";"4";"1";"5";"2";"4";"4";"5";"4";"2";"2";"1";"4";"2";"4";"1";"4";"4";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4"
"545";"4";"2";"4";"4";"5";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4";"2";"2";"1";"2";"2";"1";"5";"4";"4";"2";"5";"5";"4";"4";"4";"4";"5";"5";"4";"2";"5";"4";"4";"2";"4";"4";"4";"4";"4";"4";"2";"0";"2";"5";"5"
"546";"5";"2";"5";"2";"5";"1";"5";"2";"5";"1";"1";"5";"1";"3";"1";"1";"1";"1";"1";"1";"1";"5";"1";"5";"1";"1";"1";"5";"5";"5";"5";"1";"5";"1";"4";"1";"5";"3";"5";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"547";"5";"1";"5";"1";"5";"1";"5";"2";"5";"1";"5";"5";"1";"5";"1";"1";"5";"5";"4";"1";"1";"5";"1";"5";"2";"4";"1";"4";"5";"5";"2";"4";"5";"1";"1";"2";"4";"1";"1";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"548";"1";"4";"2";"5";"2";"5";"1";"4";"2";"5";"3";"4";"3";"3";"4";"4";"4";"4";"5";"2";"1";"3";"2";"5";"3";"5";"3";"4";"4";"3";"4";"3";"5";"2";"3";"1";"4";"3";"4";"2";"3";"5";"4";"5";"3";"2";"2";"3";"5";"3"
"549";"2";"4";"3";"4";"3";"4";"2";"4";"2";"5";"5";"2";"5";"1";"5";"4";"5";"5";"5";"5";"4";"5";"4";"2";"4";"2";"4";"2";"3";"3";"4";"3";"5";"3";"2";"4";"4";"3";"4";"5";"4";"2";"3";"1";"3";"3";"3";"4";"4";"3"
"550";"2";"1";"3";"3";"3";"2";"3";"3";"2";"5";"4";"2";"5";"1";"2";"4";"5";"5";"4";"5";"2";"4";"3";"4";"3";"5";"3";"4";"5";"3";"4";"3";"4";"4";"2";"3";"4";"1";"4";"4";"3";"3";"5";"4";"3";"3";"4";"2";"5";"3"
"551";"4";"1";"4";"2";"4";"1";"4";"3";"2";"4";"2";"4";"2";"2";"2";"2";"1";"1";"2";"1";"3";"4";"3";"4";"3";"4";"3";"4";"4";"4";"5";"2";"4";"1";"4";"2";"5";"1";"5";"5";"5";"1";"4";"2";"4";"2";"5";"4";"4";"4"
"552";"1";"3";"4";"3";"4";"3";"3";"4";"4";"3";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"4";"3";"1";"4";"3";"0";"2";"4";"4";"4";"3";"3";"5";"2";"4";"2";"3";"2";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3"
"553";"4";"4";"3";"5";"3";"2";"4";"5";"4";"4";"3";"4";"4";"1";"4";"2";"2";"1";"1";"5";"1";"4";"4";"5";"1";"3";"1";"5";"4";"4";"4";"1";"4";"5";"4";"2";"5";"1";"2";"4";"4";"2";"5";"2";"5";"1";"3";"2";"5";"4"
"554";"3";"1";"5";"3";"4";"1";"4";"3";"5";"3";"3";"2";"5";"1";"2";"2";"4";"2";"2";"3";"1";"5";"1";"5";"1";"5";"1";"5";"0";"5";"2";"4";"5";"3";"2";"2";"4";"4";"3";"4";"4";"1";"5";"1";"5";"1";"4";"3";"5";"4"
"555";"1";"3";"3";"3";"2";"2";"2";"3";"2";"4";"1";"4";"3";"4";"1";"1";"2";"2";"4";"1";"4";"3";"5";"2";"4";"1";"3";"3";"2";"2";"4";"4";"5";"3";"3";"1";"3";"3";"1";"5";"5";"1";"5";"1";"3";"1";"5";"4";"4";"3"
"556";"1";"5";"2";"4";"2";"2";"1";"5";"1";"4";"5";"3";"5";"4";"3";"4";"3";"1";"3";"1";"1";"5";"1";"5";"1";"5";"2";"5";"4";"4";"5";"2";"5";"2";"4";"1";"5";"1";"5";"5";"5";"2";"2";"3";"4";"4";"5";"5";"4";"3"
"557";"1";"2";"4";"3";"2";"3";"2";"3";"3";"3";"2";"4";"5";"2";"2";"2";"3";"2";"2";"3";"1";"5";"1";"5";"1";"5";"1";"4";"4";"4";"3";"2";"5";"2";"3";"2";"5";"3";"3";"4";"4";"3";"4";"3";"3";"2";"4";"4";"3";"3"
"558";"2";"3";"4";"2";"3";"2";"3";"3";"3";"3";"2";"2";"2";"5";"2";"2";"2";"1";"2";"1";"1";"5";"1";"4";"2";"4";"2";"4";"4";"4";"4";"1";"5";"1";"4";"1";"4";"1";"4";"3";"3";"3";"4";"3";"3";"2";"4";"3";"2";"4"
"559";"4";"3";"3";"3";"5";"1";"4";"3";"4";"2";"5";"1";"4";"2";"4";"1";"3";"4";"4";"5";"1";"4";"2";"5";"1";"4";"1";"5";"4";"5";"2";"4";"4";"3";"2";"3";"4";"3";"1";"5";"5";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"560";"1";"2";"3";"3";"3";"3";"3";"3";"2";"3";"2";"3";"5";"3";"4";"2";"3";"3";"4";"3";"4";"4";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3";"4";"3";"2";"5";"3";"3";"5";"3";"3";"3";"3";"3";"4";"3";"3";"4";"3";"3"
"561";"4";"2";"3";"2";"3";"2";"2";"2";"4";"2";"2";"4";"2";"4";"4";"2";"3";"2";"2";"2";"5";"2";"4";"2";"5";"1";"5";"1";"2";"2";"5";"2";"4";"5";"1";"5";"2";"4";"1";"2";"5";"1";"4";"1";"5";"2";"5";"5";"3";"4"
"562";"5";"1";"2";"5";"5";"1";"5";"0";"1";"5";"4";"2";"5";"1";"4";"5";"5";"4";"5";"5";"4";"4";"5";"2";"4";"4";"4";"2";"2";"4";"4";"5";"5";"5";"5";"4";"4";"3";"4";"5";"5";"1";"5";"1";"5";"1";"4";"5";"5";"5"
"563";"4";"3";"4";"4";"4";"3";"5";"4";"4";"4";"2";"3";"4";"2";"4";"2";"4";"2";"1";"4";"1";"3";"1";"4";"3";"5";"2";"4";"5";"3";"4";"4";"3";"4";"3";"4";"5";"2";"4";"4";"3";"1";"5";"1";"4";"5";"4";"4";"5";"5"
"564";"3";"3";"3";"4";"2";"3";"2";"3";"4";"4";"4";"3";"4";"3";"4";"4";"3";"2";"2";"2";"2";"3";"2";"2";"4";"4";"4";"2";"3";"4";"5";"1";"4";"2";"4";"2";"4";"2";"2";"3";"2";"2";"1";"2";"3";"3";"3";"3";"4";"4"
"565";"4";"1";"0";"2";"4";"3";"4";"3";"4";"3";"3";"5";"1";"5";"4";"2";"2";"1";"2";"1";"1";"4";"2";"4";"1";"4";"2";"4";"4";"4";"2";"5";"1";"4";"5";"5";"3";"2";"3";"3";"3";"3";"5";"2";"3";"1";"4";"1";"2";"4"
"566";"1";"1";"3";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"1";"5";"1";"5";"5";"1";"1";"1";"5";"5";"5";"1";"3";"3";"3";"5";"1";"5";"5";"5";"3";"1";"1";"1";"1";"5"
"567";"3";"2";"3";"3";"4";"2";"3";"3";"4";"3";"4";"4";"4";"3";"3";"2";"3";"3";"3";"3";"5";"4";"1";"4";"2";"4";"2";"4";"4";"3";"4";"3";"3";"2";"4";"2";"4";"3";"4";"4";"3";"3";"3";"3";"3";"2";"3";"2";"4";"5"
"568";"1";"2";"4";"1";"5";"2";"2";"4";"4";"5";"5";"5";"5";"1";"5";"5";"5";"5";"5";"5";"2";"5";"3";"4";"1";"5";"1";"4";"4";"5";"2";"5";"4";"4";"1";"5";"3";"4";"4";"1";"3";"2";"5";"1";"2";"3";"2";"1";"5";"3"
"569";"1";"4";"2";"4";"2";"2";"1";"5";"1";"5";"3";"5";"3";"2";"1";"1";"2";"1";"1";"2";"1";"4";"1";"5";"1";"5";"2";"4";"4";"4";"4";"5";"4";"2";"2";"4";"4";"2";"3";"3";"3";"2";"3";"1";"1";"2";"4";"2";"3";"2"
"570";"3";"4";"4";"4";"4";"3";"4";"4";"3";"4";"3";"4";"4";"3";"4";"3";"3";"2";"3";"3";"2";"3";"2";"3";"2";"3";"2";"4";"2";"4";"4";"2";"4";"2";"4";"2";"4";"2";"4";"3";"4";"2";"2";"2";"4";"3";"4";"3";"4";"3"
"571";"2";"3";"2";"4";"3";"3";"2";"4";"2";"4";"3";"3";"3";"2";"2";"2";"2";"3";"4";"3";"3";"3";"3";"2";"3";"2";"2";"4";"2";"3";"4";"2";"4";"2";"4";"2";"2";"3";"2";"2";"4";"1";"4";"2";"4";"2";"4";"3";"4";"4"
"572";"2";"1";"3";"3";"4";"1";"5";"2";"5";"2";"4";"4";"5";"2";"3";"4";"4";"3";"4";"2";"2";"4";"2";"5";"2";"4";"2";"4";"4";"3";"2";"5";"5";"4";"1";"5";"4";"2";"4";"3";"3";"2";"3";"4";"2";"3";"4";"2";"3";"4"
